loss,updates,wall_seconds,J,psi_rms,dot_psi_rms,ddot_psi_rms,combined_epsilon
first_order,12,458.1184581730049,120355.34778388626,0.4053372692765204,1.3920772494954394,4.326283402827841,4.562773876931771
closed_form_state_target,12,444.4543787878938,120356.49376964493,50.71994617843952,18.426631702749052,10.567486284610094,54.98841207589087
higher_order_derivatives,12,463.3235837770626,120355.3038389113,0.21358531737133754,0.1299563992580983,0.2489474010003891,0.35282029699210016
first_order,32,1176.3940990781412,120355.30313083089,0.15017523190990437,0.5017734875174245,1.3982930297515495,1.4931686542739773
closed_form_state_target,32,1162.1426759711467,120358.39033945199,80.61551987508834,27.230005410122878,16.33836561180996,86.64454645406863
higher_order_derivatives,32,1164.7862947611138,120355.30318364955,0.0744164987335866,0.016249870098693577,0.07055159299339583,0.10382389337669867
