t,u,u_sing,psi,q,mean_N,total_N,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20
2.6,1.08571336897725,1.100485963706996,0.1707553344797077,0.002381199888669187,4.080137521849102,85.68288795883115,5.710732172200132,5.76146660614291,5.907765425851575,6.130237264995949,6.391737453735672,6.633230350871687,6.7750514659851,6.730174285729109,6.432038701127711,5.867617944483874,5.0941396749069385,4.221888440042869,3.3702648702902667,2.6261357277707624,2.027782064781659,1.573863934029671,1.2420255360028687,1.0043236966901805,0.8355300107264347,0.7158849931889775,0.6309973392768071
2.6500000000000004,1.0872817112830915,1.1029003120339476,0.16833573684525405,0.0026866047363106097,4.082769508253556,85.73815967332466,5.739747678473441,5.791509047854642,5.940780170085851,6.1677774814565325,6.434505058379629,6.6804314011485575,6.823769670627206,6.775247658410593,6.467005244327533,5.886794745392027,5.094896324005102,4.2056319447136605,3.3414666893341844,2.5902337098998847,1.9893811511863895,1.5359752358889103,1.206171633920981,0.9710020348954619,0.8046686877517926,0.6871584930696866,0.6040056125026011
2.7,1.0888736357097661,1.1052210218480696,0.16602850377995182,0.0030141305319581913,4.085557792154797,85.79671363525075,5.768386190498321,5.821180127053514,5.973441239283036,6.204994702994199,6.476990335454016,6.727388777206142,6.872258920695835,6.820061849872701,6.501640959503148,5.905574104613523,5.0952674901005555,4.189130386393267,3.312678646198547,2.5546461792942567,1.9515769914501873,1.4989016829398834,1.1712794443878447,0.9387291476409678,0.7749019840824767,0.6595474873074447,0.5781369882808891
2.75,1.090493112514319,1.1074526234164517,0.16384746934230776,0.003360251766838958,4.088482032844546,85.85812268973545,5.796629364616414,5.850461216696069,6.005729216220121,6.241868397941363,6.519171612216594,6.774080008076468,6.920496668888047,6.864595343872761,6.535926907670609,5.923941498941298,5.095244372664606,4.172380140103815,3.2838993244721477,2.5193696185643657,1.9143602120563605,1.4626260602356556,1.1373237115601322,0.9074726551541159,0.7461917237554886,0.6330092942723997,0.5533453417566253
2.8000000000000003,1.0921438651470439,1.1095995799331593,0.16180522635589867,0.0037201606896326064,4.09152185456052,85.92195894577092,5.824458143751368,5.87933296257202,6.037623917015926,6.278377209258757,6.561026326951805,6.820481689862069,6.9684594429726125,6.908825788346954,6.569843491387998,5.9418819798077624,5.094817965916828,4.155377519465468,3.255127311578312,2.484400566580264,1.8777216134987444,1.4271315433143967,1.1042798661990927,0.8772011965189084,0.7185010779141412,0.6075028786839468,0.5295864541735502
2.8500000000000005,1.0938292525853446,1.1116662851727381,0.15991309249914565,0.004087790018129892,4.094656876871489,85.98779441430126,5.851852826610666,5.907775352513911,6.069104460309588,6.314499023522527,6.602531097539056,6.866569553782957,7.016122913509759,6.952730063071787,6.603370521826997,5.959380237416711,5.09397911603693,4.138118823384317,3.226361233755668,2.449735642625995,1.8416521842571183,1.3924017008825798,1.0721240146532176,0.8478844026456196,0.6917945205338327,0.5829887901478702,0.5068179352741716
2.9,1.0955521361065346,1.1136570589358947,0.1581810802972612,0.004455928152496785,4.097866767031472,86.05520210766092,5.878793173438657,5.935767822464461,6.100149374159471,6.350211078869753,6.643661830263627,6.912318575309437,7.0634620024595645,6.996284386407188,6.636487321204279,5.976420694793055,5.092718601882912,4.120600399913032,3.197599802836973,2.415371578335814,1.8061431198619047,1.3584205009902406,1.0408329305811514,0.8194928718508282,0.6660377870531176,0.5594291051507864,0.48499914983468334
2.9499999999999997,1.0973147334029973,1.1155761400113178,0.1566178730405241,0.004816432736183634,4.10113131697936,86.12375765656655,5.9052585533104915,5.9632894044600615,6.130736745916559,6.3854901174428855,6.684393874717404,6.957703130442892,7.110451038721557,7.0394644667787585,6.669172865432517,5.992987635493874,5.09102724174301,4.102818728735986,3.1688418754883325,2.3813052575870257,1.7711858469674937,1.3251723205039707,1.0103840491764169,0.7919981477899505,0.6411978356351453,0.5367873722141867,0.46409114800803974
3.0,1.099118466073323,1.1174276764371531,0.15523080886011087,0.005160538507166751,4.104430547107695,86.19304148926159,5.9312281370782545,5.990318920709491,6.160844419444648,6.4203125869898985,6.724702229753266,7.00269720432698,7.157063965774991,7.082245703694306,6.701405971009049,6.009065367925198,5.0888960279258715,4.084770523116633,3.140086525084403,2.3475337641614957,1.7367720520955223,1.2926419575050978,0.9807554635341643,0.7653726994023108,0.6172428107294605,0.5150285598743302,0.44405659912622336
3.05,1.1009638103548216,1.1192157129647722,0.15402587530683576,0.005479244372100545,4.107744837797562,86.26264159374881,5.9566811382302705,6.01683522608736,6.1904502421746175,6.454654894356734,6.764561803502342,7.04727465539736,7.203274604626122,7.124603441184734,6.733165528374061,6.024638427608836,5.086316289637839,4.066452851065638,3.111333125586443,2.3140544364119995,1.7028937143136536,1.2608146459732885,0.9519259226201601,0.7395899024066382,0.5941420085204712,0.49411900709668954,0.4248597285735493
3.1,1.1028501652135596,1.1209441758190368,0.15300771674221636,0.005763754084853508,4.111055087888196,86.33215684565211,5.981597100872737,6.042817498289558,6.2195323613507005,6.488493710398043,6.8039477271700255,7.091409534932294,7.249056971939156,7.166513273351709,6.764430781014207,6.039691816165574,5.083279882485096,4.047863273868593,3.0825814456202103,2.280864927364453,1.669543140578288,1.2296760717620245,0.9238748300684172,0.7146240217281794,0.5718658437419808,0.47402637565961403,0.4064662572912472
3.15,1.1047757560173146,1.1226168551207074,0.15217965659975974,0.006005936545204267,4.114342896645972,86.40120082956541,6.005956229644993,6.068245570465783,6.248069564297765,6.521806321164853,6.842835717515677,7.135076456961,7.29438564834317,7.207951397020317,6.795181645317992,6.054211272123532,5.0797794000136305,4.028999997930352,3.0538317494219642,2.2479632676669272,1.6367130018093403,1.199212388449753,0.8965822427618136,0.6904501940604825,0.5503858172180063,0.454719603960582,0.3888433434174578
3.2,1.1067375951114014,1.1242373856844483,0.1515437360445091,0.0061987671005887595,4.117590762447806,86.46940601140393,6.029739750664497,6.093100295379099,6.276041651632827,6.554571014119042,6.8812024765996975,7.178251007022592,7.3392361854682635,7.2488950003417,6.825399060630096,6.068183563967723,5.075808399024048,4.009862033220621,3.0250848995033794,2.2153479276228243,1.6043963670319,1.169410231198123,0.8700288678697541,0.6670444095884727,0.5296744833767744,0.43616886162438684,0.37195952551812184
3.25,1.1087315215446398,1.1258092273096552,0.15110076970580621,0.006336711355084846,4.120782287491047,86.53642803731199,6.05293028586766,6.117363923347831,6.3034298253661865,6.586767480881206,6.919026109858394,7.220910170553727,7.383585532576227,7.289322668868943,6.855065352393133,6.0815967903912505,5.071361626214934,3.990449348648478,2.9963424539440733,2.183017873342772,1.5725867322038194,1.140256726331617,0.8441960567751932,0.6443834917588968,0.5097054169029782,0.4183455042457233,0.3557846668389543
3.3000000000000003,1.1107523396555368,1.1273356460986004,0.1508504179681438,0.006416018098300173,4.123902373791723,86.60194984962618,6.075512216037046,6.141020469073784,6.330217066471839,6.6183772103406255,6.956286535557401,7.263032753443428,7.4274124554358725,7.3292147828364715,6.884164584354496,6.09444066706108,5.066435229493061,3.9707630118241353,2.9676067494289544,2.1509726110122163,1.5412780397837669,1.111739494062171,0.819065794182756,0.6224450739235766,0.4904531776750073,0.4012220276029348,0.3402899000255568
3.35,1.112794069041233,1.1288196986998487,0.15079127382110258,0.006434897402942823,4.12693739218167,86.66568523581508,6.097472001469886,6.164056036047156,6.356388469871209,6.649383838995442,6.992965851365629,7.30459975973903,7.470697912556214,7.368553872265627,6.912682869608069,6.106706774277738,5.061026933767973,3.9508052984292648,2.9388809598911902,2.119212212658489,1.5104646848509702,1.0838466417286736,0.7946206807330803,0.6012075717493298,0.4718932732133027,0.38477202076014816,0.325447571836666
3.4000000000000004,1.114850305900011,1.1302642215949559,0.15092096060375582,0.006393572252402776,4.1298753038264095,86.7273813803546,6.118798425120554,6.186459063028906,6.381931500392439,6.679773420725696,7.029048618818452,7.345594686291431,7.513425348699472,7.4073248916893935,6.940608606172187,6.118388736897456,5.055136159165332,3.9305797554951787,2.910169120362543,2.0877373169098905,1.4801415038515175,1.056566745219372,0.7708439077274898,0.5806501505316651,0.454002118073511,0.36897011765251836,0.31123118752958534
3.45,1.1169146781443138,1.131671827520767,0.1512362353272998,0.006294205292597312,4.132705713948381,86.78681999291601,6.139482722849188,6.208220456871794,6.406836132915002,6.7095345776789,7.064522025724682,7.386003693267182,7.555580864721516,7.4455153756119365,6.9679326025476005,6.1294823081765575,5.04876406039373,3.910091204009417,2.881476106841152,2.056549099355279,1.4503037429825767,1.0298888169894458,0.747719223144884,0.5607526869975883,0.4367569899709777,0.35379194703381606,0.29761535483278323
3.5000000000000004,1.1189813558108392,1.133044910752508,0.15173309089217923,0.006140714406478834,4.135419840883893,86.84381665856175,6.159518570766543,6.22933358130769,6.43109484529712,6.738658499358764,7.099375891994769,7.425815614868557,7.597153228165181,7.4831154411237275,6.994648063860824,6.139985334083862,5.04191347042346,3.8893456700523905,2.852807566027869,2.025649209432247,1.4209470049307569,1.003802260316977,0.725230889022175,0.5414957258357596,0.42013598291518617,0.33921408104862855,0.28457572772927986
3.55,1.1210455578509722,1.1343856622042028,0.15240684974886065,0.0059385000725790974,4.13801039091579,86.89821820923159,6.178901911666525,6.249794083403208,6.454702444962002,6.7671387695748235,7.133602497227765,7.46502178764766,7.638133702019134,7.520117616648176,7.020750420856135,6.149897584919089,5.0345887402096965,3.868350240388225,2.8241697937653485,1.9950396743052183,1.3920671751181617,0.9782968111073459,0.7033636314195231,0.522860432003808,0.40411795822425883,0.3252139831389997,0.2720889506264879
3.5999999999999996,1.1231039819581623,1.1356960941454535,0.15325224168865859,0.005694112853778682,4.14047134039968,86.94989814839327,6.19763062110103,6.269599558094724,6.477655729138761,6.794971020621183,7.167196228720765,7.503615694538684,7.678515689718737,7.556516495628962,7.04623700209668,6.159220456606742,5.026795478653288,3.847112847782447,2.7955695676235655,1.9647227746625266,1.363660331551835,0.9533624704816276,0.6821025854668566,0.5048285407294489,0.3886824949003284,0.31176995644358857,0.2601326038315202
3.65,1.125155082169237,1.1369780729087777,0.15426345969407862,0.005414890669524399,4.14279764038585,86.99875044810285,6.2157040369169625,6.2887490746898544,6.499953002825691,6.822152438987238,7.200153074409446,7.541592449201532,7.718294220855152,7.592308239179697,7.071106572476796,6.167956563177336,5.018540211936447,3.8256420021527746,2.767013946435378,1.9347009021225068,1.3357226453642814,0.9289894332499176,0.6614332391638891,0.48738230788264014,0.373809841356991,0.29886109420503765,0.2486851515133066
3.7,1.1271991346371824,1.1382333565162661,0.15543419013005888,0.005108593315978526,4.144984872871812,87.04468233030806,6.233122400100714,6.3072426134936945,6.521593503511742,6.848681172886511,7.232470012311865,7.578948173087411,7.75746532980893,7.627489978114042,7.0953587846952475,6.176109261390989,5.009829996125359,3.8039464939571483,2.7385100562548588,1.9049764120091188,1.308250281519981,0.9051680187425477,0.6413413803920004,0.4705044638509811,0.3594808707583192,0.2864672338632417,0.23772589343334694
3.75,1.1292380656097047,1.1394636330314372,0.15675761674880206,0.004783057129879677,4.147028898708502,87.08760687287854,6.249886273966234,6.325080480138779,6.542576801766439,6.874555712922053,7.264144370109023,7.615679340430199,7.796025402280147,7.662059186284986,7.11899360921941,6.183682163598613,5.000672027905851,3.7820351033834756,2.710064886421704,1.8755514874928727,1.2812393102238495,0.8818886108989277,0.6218130517061244,0.4541781740128126,0.34567704212836525,0.27456891638912945,0.227234921599543
3.8,1.1312750604605843,1.1406705549892098,0.15822640147716527,0.004445887029492401,4.148925541681207,87.12743637530535,6.265996017302743,6.342262773930385,6.5629022559779955,6.8997743270239695,7.295173239020584,7.651782177411586,7.833970575737825,7.696013107408733,7.142010816809494,6.190678701110483,4.991073301998243,3.7599163504983144,2.6816851196104183,1.8464280305540577,1.2546856387589242,0.8591416136870276,0.6028345167340629,0.4383870082728757,0.3323803688634485,0.2631473519718048,0.21719308262237347
3.85,1.1333140152743575,1.1418557656847186,0.15983264807569952,0.004104197507647038,4.150670349345323,87.1640773362518,6.281451381402604,6.358788980849275,6.582568593928893,6.924334625333673,7.325553020834303,7.687252196592624,7.871296274708457,7.729348312345512,7.164409582241603,6.19710179471057,4.981040358205318,3.737598316326821,2.6533770152834233,1.81760759163358,1.2285849707207217,0.8369174258590507,0.5843922404702154,0.42311492096587294,0.3195733953884931,0.2521843924688564,0.20758194598192342
3.9000000000000004,1.1353589181988646,1.1430209143583754,0.16156785688933795,0.003764409170549223,4.152258459281292,87.19742764490712,6.296251281479194,6.374657742329028,6.6015736740540785,6.94823331041442,7.3552791661954835,7.722083926662796,7.907996940868065,7.762060443520348,7.186188258971097,6.202953672192144,4.970579146993446,3.715088553729134,2.625146357655105,1.7890913438771976,1.2029327954529372,0.8152064361633239,0.5664728837323361,0.4083462409900726,0.3072391816350405,0.2416625102183908,0.19838377777349883
3.95,1.1374132478902428,1.1441676590595626,0.16342287972393166,0.0034321033207542857,4.153684582776954,87.22737623831604,6.3103937651609305,6.389866822880558,6.6199144505599286,6.971466138604454,7.3843461317616805,7.756270866422506,7.94406598686312,7.794144173362733,7.207344347273294,6.2082358494339,4.9596950237559785,3.6923940928506442,2.5969984692864974,1.7608801010975843,1.1777244059945793,0.7939990371666787,0.5490633100673382,0.39406567067252274,0.29536129405195477,0.23156478209761766,0.18958151895154307
4.0,1.139479453572171,1.1452976576979432,0.16538788344879407,0.0031119337597054165,4.154943101391431,87.25380512922004,6.323876172655701,6.404413271287534,6.637587137506264,6.994028088198882,7.412747552582445,7.789805659898152,7.979495970849478,7.825593373121485,7.227874650861524,6.212949268356828,4.948392863814541,3.6695215328074915,2.5689382825167586,1.7329743728067322,1.1529549402142654,0.773285653569414,0.5321506019553824,0.38025829093536845,0.28392380123372124,0.22187487727518787,0.18115876677288537
4.050000000000001,1.1415585483006152,1.1464125490508021,0.1674523296318462,0.0028075922246752934,4.1560282597109355,87.27659345392965,6.336695462198259,6.418293748896151,6.654587545133556,7.015913707422619,7.440476602376368,7.822680465124391,8.014278964422399,7.856401465281816,7.247775596365858,6.2170945681126994,4.936677277370321,3.6464772023619028,2.540970455226564,1.7053744462364122,1.1286194378355123,0.7530567797960551,0.5157220825597857,0.36690957000774516,0.27291127207951565,0.21257704701850286,0.17309975810321745
4.1000000000000005,1.143649819360785,1.1475139260934741,0.16960497585768408,0.0025218215542663824,4.156934431753619,87.295623066826,6.348848663875218,6.4315049878688075,6.670911550676433,7.037117603547571,7.467526502156617,7.85488747646893,8.048407073965954,7.88656192089359,7.26704367968068,6.220672457672412,4.924552897864806,3.6232673687885657,2.5130995155396008,1.6780804844490214,1.1047129058405425,0.7333030217193348,0.49976533946343654,0.3540053731558226,0.26230877462303903,0.2036561151296779,0.16538935344592573
4.15,1.1457506467095426,1.1486033040680668,0.17183390273143573,0.0022564688235986864,4.157656437890927,87.31078519570947,6.360333423301229,6.444044340594346,6.6865556640675035,7.057635032431178,7.493891135316539,7.886419557838821,8.081873072904415,7.9160688608614,7.285676001543527,6.223684157169603,4.912024717236691,3.5998984747980165,2.485330021071607,1.6510926307190077,1.0812303857309358,0.7140151382142012,0.4842682475166002,0.34153197145525044,0.25210187412090107,0.19509746795347183,0.15801302086422048
4.2,1.1478564215383762,1.1496820854967742,0.17412656906797253,0.002012569428232328,4.15818989104106,87.32198771186226,6.371148599282441,6.455910384097477,6.701517651547688,7.077462550304696,7.519565729764054,7.9172709465202455,8.114671104731631,7.9449177226934795,7.3036708572697355,6.226131878028035,4.899098444241832,3.576377385899652,2.4576667205320266,1.6244111111590749,1.0581670175208617,0.6951840792986267,0.4692189887197937,0.3294760482379791,0.24227662945927828,0.186887043276955,0.15095681927670382
4.25,1.149960564820471,1.1507515241609692,0.17646989634154409,0.0017904525418700815,4.158531552577884,87.32916260413556,6.381294882036841,6.46710354571132,6.715797182583905,7.0965986919648065,7.544547569945623,7.947437989591654,8.146797418861535,7.973105956424111,7.321028347896063,6.228019314333069,4.885780864432117,3.5527116328463078,2.4301147074260214,1.598036329123876,1.0355180965278525,0.6768010185008579,0.4546060677167212,0.3178247023310342,0.2328195873087874,0.17901131773122542,0.14420738084183765
4.3,1.1520546516883268,1.1518126900357837,0.1788503819927243,0.0015898585589193233,4.158679678649173,87.33227325163263,6.390775398622947,6.477626716323712,6.7293964654393665,7.115044639310222,7.568836701210495,7.97691987431964,8.178251100792142,8.000633713046271,7.3377509799815055,6.229352118379203,4.872080181276712,3.528909634912704,2.4026795567202113,1.571968945896318,1.0132791197998108,0.6588573776774812,0.440418321905197,0.3065654475261654,0.22371777370037857,0.17145729249412878,0.13775189229801377
4.35,1.1541286470539858,1.1528664372544675,0.18125423958217368,0.001410059983282147,4.158634336771199,87.33132107219517,6.399596270537287,6.487485815761776,6.742320834836308,7.13280484201868,7.592436586548678,8.005719311320213,8.209034755425831,8.027504486417742,7.35384421953591,6.23013833233812,4.858006317679015,3.504980890060533,2.37536743588255,1.5462099427383482,0.9914458195133629,0.6413448428937253,0.42664492546271787,0.29568620793253547,0.21495868285440592,0.16421247721500545,0.1315780752224189
4.4,1.1561712510782067,1.1539133772500083,0.18366756207853285,0.0012499785792924754,4.158397671885838,87.32635110960261,6.407767087042496,6.496690273426368,6.7545792535404825,7.149887550309461,7.615354673613541,8.033843126931945,8.239155100023217,8.053725667506578,7.3693169640320315,6.2303887472392,4.843571157099915,3.4809361184688625,2.3481851823181557,1.5207606599826065,0.9700141811648367,0.62425537034131,0.4132753868452414,0.2851753090518264,0.2065302632308096,0.1572648721837231,0.12567416525002456
4.45,1.1581703426779564,1.1549538591581816,0.18607650289814615,0.0011082932575740075,4.157974101729595,87.3174561363215,6.415301258729984,6.505253388200185,6.766184690520383,7.166305220420418,7.6376028304574275,8.061302721624505,8.268623423608453,8.079308970317612,7.3841818972346305,6.230117161587667,4.828788704871338,3.4567873473020176,2.3211403404392863,1.4956228097868092,0.9489804450539872,0.6075811817352093,0.4002995396328897,0.2750214646299519,0.19842090091836276,0.1506029488747165,0.1200288903756454
4.5,1.1601134983924402,1.1559879592974045,0.18846746784978663,0.0009835349234604434,4.157370424029018,87.30477890460939,6.4222162202481625,6.513192536091199,6.777154342799323,7.182074757923796,7.6591976129199235,8.088114355767047,8.297455874103361,8.104270693219355,7.398455695798038,6.229340515857737,4.813675153695597,3.4325479273368247,2.294241153649907,1.4707984605865239,0.928341090492335,0.5913147492299616,0.38770752698133215,0.2652137595914729,0.1906194006510774,0.14421562911641572,0.11463144855000025
4.55,1.1619885549375994,1.1570154810608562,0.19082731004655784,0.0008741661907156027,4.156595822749877,87.28851227774743,6.428533459140771,6.520529202144334,6.787509676350746,7.197217572464357,7.680160335297398,8.114299232915007,8.325673543260404,8.128631787855575,7.412159064363256,6.228078885829171,4.798248842742321,3.4082324760992417,2.2674965093038346,1.4462899930839896,0.9080928032900996,0.5754487705831283,0.3754897803603473,0.25574162962905084,0.18311496491369378,0.13809226325505777,0.10947148486562414
4.6000000000000005,1.1637841780296363,1.1580359659058104,0.19314351926198015,0.0007786453244526242,4.1556617669843705,87.26889710667179,6.434278358665682,6.527288824181836,6.797276272701633,7.211759429231958,7.700516928085847,8.139883363234418,8.353302331889191,8.15241771969591,7.425316586582442,6.22635532670303,4.782530106681108,3.383856747077621,2.2409158379258627,1.4221000296059452,0.8882324282601427,0.5599761359855885,0.3636369936679661,0.2465948382652913,0.17589717175123826,0.13222260778190076,0.10453906869716234
4.65,1.1654903982239375,1.1590487153711524,0.19540439720845626,0.0006954749410870718,4.154581803400872,87.24621787141832,6.439479855173069,6.53350044877776,6.806483481140906,7.2257300962768785,7.720297580986969,8.164897204504843,8.380372592668344,8.17565811834757,7.437956392013822,6.224195570199824,4.766541018685014,3.3594374298464067,2.214508971301839,1.3982313406182987,0.8687569095801926,0.5448898885880366,0.3521400941458988,0.23776345239419008,0.16895595200762115,0.12659680295892364,0.09982467120191692
4.7,1.1670990767799374,1.1600528232761211,0.19759921081983123,0.0006232368267840934,4.15337125072214,87.22079626516494,6.4441699237633205,6.539196213171212,6.815163890177684,7.239162801182621,7.739536184483541,8.189375093768593,8.406918563451063,8.198386230536297,7.4501096518407035,6.221627587314966,4.75030503907478,3.3349918909702483,2.1882859670736834,1.374686733875029,0.8496632227455023,0.5301831812059369,0.34099021174692246,0.22923781741890592,0.16228156676973993,0.12120535100033178,0.09531914359387011
4.75,1.1686042706307964,1.1610472165334997,0.19971831678013174,0.0005606147486130706,4.152046811639505,87.19298304442961,6.44838291812383,6.544410679164345,6.823352644699844,7.252093524101796,7.7582695975262626,8.213354497474864,8.432977618760795,8.220638202607823,7.461809928496305,6.218681038967673,4.733846588027463,3.3105378698189214,2.1622569098868247,1.3514689329151939,0.8309483024223346,0.5158492319289429,0.3301786486906852,0.22100853311801796,0.15586458577954362,0.11603909534205986,0.09101369657608745
4.8,1.1700024746042799,1.1620307024235945,0.20175325215211615,0.000506407365082443,4.150626123186166,87.16314858690949,6.452154800385326,6.549180055143375,6.831086645807171,7.264560165325402,7.776536780742497,8.236875120358958,8.458589379588382,8.242452231044476,7.473092414254019,6.215386644429775,4.7171905659382585,3.2860931464611163,2.1364317006773224,1.3285804522756424,0.8126089707177571,0.5018812813700357,0.3196968508821505,0.2130664312922652,0.14969586749852476,0.11108920146164035,0.0868998812553984
4.85,1.1712927298569125,1.1630020197789688,0.20369678787410805,0.00045953335332500725,4.1491272703312045,87.1316726769553,6.45552230356474,6.553541349210688,6.838403677498306,7.276601633292391,7.794377842904225,8.259977922071826,8.483794730414557,8.263867627683542,7.483993100686271,6.211775502410396,4.700361848099982,3.261675200331241,2.1108198462129373,1.306023476802762,0.7946418702001166,0.48827255406868103,0.3095363826664494,0.20540255607847174,0.1437665413766415,0.10634713960449954,0.08296957177660276
4.9,1.1724765985528198,1.1639598913557236,0.20554294393959438,0.0004190307232627423,4.147568289123447,87.09893407159238,6.458522072137194,6.5575314994768,6.84534150769768,7.288256902626998,7.811833052495957,8.282704095009986,8.50863479686297,8.284923850391063,7.4945479240521,6.207878401614002,4.683384781131391,3.2373008782897363,2.085430260507933,1.2837997518512256,0.7770434054731443,0.4750162261441679,0.29968890608201026,0.19800814758769258,0.1380679927067274,0.10180466964245694,0.07921494981116309
4.95,1.1735580146890776,1.164903074716346,0.20728696708126648,0.0003840520453190494,4.1459666851146695,87.06530038740806,6.4611898254858415,6.56118652680811,6.851937010477115,7.2995640913502156,7.828941866008213,8.305094056771075,8.53314993741417,8.30565954978684,7.504791931100064,6.203725156511272,4.666282707133378,3.2129860891458577,2.060271088337755,1.261910490054561,0.7598096963033649,0.4621054007362031,0.290146165389937,0.190874629258359,0.13259185025602943,0.09745382815080762,0.07562849092887935
5.0,1.1745430285040888,1.1658304091941385,0.20892527360251734,0.0003538570288278861,4.144338990310255,87.03111879651536,6.463559584887568,6.564540751233513,6.8582253522316785,7.310559602325274,7.845742020523914,8.32718650664799,8.557378798646562,8.326111678692017,7.514758505914027,6.199344000382018,4.649077538250271,3.1887455389846475,2.035349559014798,1.2403562989014258,0.7429365443323067,0.4495330921396037,0.280899977247266,0.18399359904268012,0.1273299766794766,0.09328691765678977,0.072202952781556
5.05,1.1754394664692627,1.166740856899952,0.21045536152873723,0.00032780359201481834,4.142700378029609,86.99670793862178,6.465662998152143,6.567626106633315,6.8642392778817785,7.321277367160677,7.86226873118467,8.349017588511735,8.581357476448671,8.346314704175931,7.52447869210577,6.194761062114424,4.6317893997289605,3.164592518157201,2.0106718761394866,1.219137131740194,0.7264194143887263,0.4372922189102225,0.27194222649926314,0.17735682429387223,0.12227446155313472,0.08929649789723502,0.06893136494437918
5.1,1.1762565303853294,1.1676335362066286,0.21187569742935253,0.00030533828758328634,4.141064350415328,86.96235135872189,6.467528788086154,6.570471580321732,6.870008524976353,7.331748222333443,7.878554025390765,8.370620193519509,8.605118816764731,8.366299953555217,7.533980636894448,6.1899999466282605,4.614436354354851,3.140538747014849,1.986243146510973,1.198252263245897,0.7102534304593987,0.42537560565253874,0.2632648672278343,0.17095624001483817,0.11741761673469961,0.08547537883567989,0.06580702019973354
5.15,1.177004358020386,1.168507746643045,0.21318558407847377,0.00028598670577429665,4.139442508513622,86.92829267878606,6.469182342648182,6.573102795748588,6.8755593849582715,7.341999438351729,7.894626236297799,8.392023426553394,8.628691879924908,8.386095116614976,7.543289175444126,6.185081431974059,4.597034215925239,3.1165942838151994,1.9620673490301463,1.1777002889688815,0.6944333855634973,0.4137759927407244,0.2548599284337076,0.16478394997896767,0.1127519736682304,0.08181661513343655,0.06282346701201258
5.2,1.177693564848485,1.1693629845955757,0.21438501560476908,0.00026934427584640814,4.13784441036219,86.894732617606,6.470645456877318,6.575541748677093,6.8809144227451915,7.352054414320161,7.910509669346139,8.413252251205531,8.65210158353193,8.405723917680612,7.552425566133168,6.180023289843187,4.579596454698342,3.092767495023918,1.938147342442814,1.1574791474446395,0.6789537641554733,0.402486052898022,0.24671952355958573,0.15883223014473646,0.10827028220364683,0.07831350174475948,0.059974502929700226
5.25,1.1783347827864494,1.170198949614911,0.215474526981275,0.00025506772767977477,4.13627751870048,86.86182789271007,6.4719362300031,6.57780670044134,6.886092358800855,7.361932542963629,7.926224447897903,8.434327320209604,8.675368530961148,8.42520596365921,7.561407380796654,6.174840230864292,4.5621341938433675,3.069065085668493,1.9144849092505491,1.1375861625223491,0.663808775269538,0.39149841336599933,0.23883586297707907,0.15309353375338966,0.10396551049335871,0.0749595703092126,0.057254168658986436
5.300000000000001,1.1789382084179767,1.1710155414459642,0.21645504468375165,0.0002428673542278018,4.1347472368922045,86.82969197473629,6.473069115821789,6.579912226494825,6.891108112282415,7.371649245286373,7.941786537864085,8.455264991797776,8.698509026104974,8.444556768091395,7.570248548663662,6.169543971836036,4.54465629291636,3.0454921855121038,1.8910808320666481,1.118018103054015,0.6489923943985008,0.38080568231963813,0.23120126854853104,0.1475604975126073,0.0998308455504449,0.07174858603803444,0.054656742576066154
5.3500000000000005,1.1795131709382767,1.1718128481445365,0.2173277451539235,0.00023250012742884754,4.1332570293512685,86.79839761637663,6.474055120342924,6.581869414321492,6.895972999541866,7.381216169488103,7.957207946379494,8.4760775274377,8.72153526995786,8.46378794651053,7.578959548604906,6.164143418852982,4.527169512199543,3.022052485518783,1.8679349980419018,1.0987712568207064,0.6344984120301607,0.3704004781976052,0.2238081894158159,0.1422259483144838,0.09585969409475358,0.06867454482798553,0.05217673547704005
5.4,1.180067729575858,1.1725911258406296,0.2180939273728626,0.00022376365889295767,4.131808620949648,86.7679810399426,6.47490213746609,6.58368620148458,6.900695078813773,7.39064154509095,7.972497085671453,8.496773462309404,8.744455730528518,8.482907574551366,7.587547741013718,6.158644957786955,4.5096787501094315,2.998748418187224,1.84504652660066,1.0798415154726255,0.6203204867913323,0.36027546068468114,0.21664921823924047,0.13708290999834052,0.09204568336470892,0.065731670378282,0.0498088853992709
5.45,1.1806083117793418,1.1733507708911297,0.2187549053815765,0.0002164909563450021,4.130402268205364,86.73844763231264,6.475615410437059,6.585367841524507,6.905279628704816,7.3999306797865705,7.987659289571422,8.517358135993087,8.76727567365784,8.501920696599287,7.596017827562302,6.153052841304752,4.492187344442984,2.9755813745966058,1.8224139154567967,1.0612244672306839,0.606452201215876,0.3504233621707776,0.20971710718962297,0.13212460973428813,0.08838266162443666,0.06291441112743575,0.04754815238148992
5.5,1.181139406719878,1.1740922853741536,0.2193119259501799,0.0002105459022688595,4.129037093111911,86.70977895535013,6.476198103387576,6.586917481908839,6.909729744410164,7.409086582548987,8.002697465850499,8.537834366336837,8.789997837792194,8.520829968549815,7.604372423533962,6.147369659006283,4.474697426615486,2.9525519501889956,1.800035199573392,1.0429154940529328,0.5928871182098256,0.3408370185902019,0.20300478306895972,0.12734448366198747,0.08486469814161045,0.060217436862779264,0.04538971305879509
