epoch,total_loss,opt_gap,singular_component,nonsingular_component,raw_singular_mse,raw_nonsingular_loss,smooth,objective,u_min,u_max,u_mean,final_mean_N,psi_mean_abs,q_mean,lr
25,1.7235236635575428,1.723523621662752,0.008391857258011585,1.7151317644047406,0.2178178727695727,1.7153682207181151,0.00041894790699807417,387.64220013834154,1.0659290359021116,2.040963208416108,1.3918428805065466,1.2722722591227171,0.715056801718467,0.04771980835731287,0.001
26,1.5892220000848738,1.5892219589899022,0.008781499812877541,1.5804404591770247,0.2063859449878759,1.5809818591278797,0.00041094971744118694,387.6169879578063,1.083733174015697,2.033255228861874,1.3906040043844778,1.315594933043525,0.6883390144473007,0.09259854188686088,0.001
27,1.8031941723638565,1.8031941310106205,0.008367501072580419,1.79482662993804,0.19806181875002887,1.795067359370803,0.00041353235883333396,387.62918082145353,1.093866287152711,2.0314104712412666,1.3888754577813913,1.3433726136315656,0.7392170130099814,0.12425551957156478,0.001
28,1.8746089429306172,1.8746089007902016,0.007142939047545309,1.867465961742656,0.19326110310696168,1.8675475666764394,0.00042140415558717553,387.6344545603215,1.1009539853777017,2.0351547756843593,1.39035971936803,1.3442553710602974,0.8286076325567396,0.010011570187031246,0.001
29,1.7572153968691642,1.757215353057036,0.006681749547000332,1.7505336035100354,0.19107844085902054,1.7505799367549255,0.00043812128075885337,387.60306784106615,1.102860442091246,2.0435187765677933,1.3907169792213137,1.3316616102602405,0.8463326999178545,0.010615352813092931,0.001
30,1.508992489672445,1.5089924429417567,0.004326967021916671,1.5046654759198401,0.1909386875763106,1.5047377420503198,0.0004673068829908811,387.53175567383965,1.0959099880863683,2.055445951756467,1.3864636036701115,1.3178931337498663,0.7402697779230568,0.014899511763919963,0.001
31,1.3252331046083932,1.3252330537161443,0.0026479339441079813,1.3225851197720366,0.19311048291072824,1.3231965910113417,0.0005089224882454013,387.4530633928084,1.0791769944196408,2.070479031687964,1.379267399552922,1.3009992876342258,0.5721150357878204,0.21236179516384723,0.001
32,1.3700059500270834,1.370005895180846,0.0013052087653950045,1.3687006864154507,0.1997516796135131,1.3693127722129932,0.0005484623737866603,387.3828163256716,1.0694192037473087,2.088002220661746,1.3833263069167117,1.2554023717590135,0.6070064740866155,0.13695251777592382,0.001
33,1.6319835270555214,1.6319834663047976,0.0020918601654284002,1.6298916061393691,0.2058905812009334,1.629980311792857,0.0006075072381401442,387.30082573821403,1.0513466286751316,2.101867038241795,1.370695759705242,1.2698999071461665,0.7592997546084337,0.01876032792752907,0.001
34,1.5706774315029666,1.5706773670384893,0.0014588834111818917,1.569218483627307,0.21160898941076678,1.5693268143301038,0.0006446447731353706,387.2199437107304,1.047467941750884,2.1121495777273993,1.3707652818000478,1.2658924037767327,0.750833459235235,0.01611280847558601,0.001
35,1.142473787220238,1.1424737212235365,0.0015444142389726399,1.1409293069845639,0.2166391341517831,1.1420687423699656,0.0006599670139652372,387.13667641094577,1.0556849886754245,2.11923059553654,1.3817460508784725,1.2459730957890642,0.5127977668753471,0.261815807017225,0.001
36,0.9513776353371889,0.9513775670975921,0.005212342538165981,0.9461652245594262,0.22018746409151493,0.9466838343260748,0.000682395967589658,387.0609323580175,1.0602519348945392,2.122619659519874,1.3830876529382958,1.2689148256418992,0.5012826706615436,0.13739090918601507,0.001
37,1.2588234019264612,1.2588233290020632,0.005750889994708875,1.2530724390073542,0.22469115777821733,1.2539741657575234,0.0007292439802769503,387.003306752771,1.046556378247184,2.1283763752850833,1.3730487251979433,1.3162523120218326,0.5871144140556434,0.15224627050329828,0.001
38,1.231248762559603,1.2312486873809503,0.012865864742093678,1.2183828226388567,0.2291577773837932,1.2187194289995704,0.0007517865266532809,386.9633626762077,1.0472851606490277,2.1336231649383466,1.3783526840186269,1.3233676909714125,0.6094716052268117,0.06145854236573698,0.001
39,1.3181354845590298,1.3181354090797317,0.012293474329440715,1.3058419347502908,0.23398489419158816,1.3058770596766458,0.0007547929810771448,386.97661261901516,1.0595277465246726,2.1400114402038932,1.396801256600745,1.2875356574369832,0.842155453719775,0.010099652607227267,0.001
40,1.6049179227754453,1.604917844874219,0.012534527443237051,1.5923833174309816,0.23902217681454574,1.5923969869884562,0.0007790122640356612,386.9700063377494,1.0610526973201846,2.148132279666787,1.4034224006066065,1.270083489925231,0.9784228410455449,0.008895600007722396,0.001
41,1.228248576398724,1.228248493808357,0.005391169042581992,1.2228573247657755,0.24422135128098038,1.2229660501166997,0.000825903670049701,386.8685457689381,1.051338803986437,2.157238999005496,1.3976067091313087,1.2753270865994515,0.8141770170918422,0.00999672942827872,0.001
42,0.9831641555609036,0.9831640662080221,0.009932703670857612,0.9732313625371644,0.24959977076627562,0.9735350760426649,0.0008935288156046942,386.7531400471407,1.0326266486802036,2.167426515370873,1.3817639520060827,1.297467202194826,0.5856826547410979,0.053792790845269674,0.001
43,0.8560959209177266,0.8560958274879552,0.012727332520098035,0.8433684949678572,0.2546708458379472,0.8437371719456014,0.000934297714123768,386.6921648837993,1.027871467305016,2.1779064986886016,1.3807761940605423,1.2767562555541219,0.5165541828246693,0.17183001112922547,0.001
44,0.9331779525219629,0.9331778579955852,0.007391711861018142,0.925786146134567,0.2585193648788118,0.925970414145768,0.000945263777101212,386.6748932050041,1.0357318316302924,2.1871637359307416,1.3923622282565342,1.2278281715179922,0.5662635041298824,0.09300562623546463,0.001
45,0.9454988678455287,0.9454987698521135,0.008683239840743087,0.9368155300113704,0.2618955932789131,0.9374363078450318,0.0009799341522367005,386.6357761039417,1.031129621329112,2.195915146276598,1.3895724798704483,1.2159960939979393,0.48444936793527366,0.08552823667051031,0.001
46,1.1977812334391162,1.1977811301356385,0.01115278449217464,1.186628345643464,0.26421081657776824,1.1868674646318078,0.0010330347783728288,386.6043895259937,1.0158791929570197,2.203276935505434,1.3739866426270544,1.2404693973126042,0.6262978427632553,0.07773984116361271,0.001
47,1.5361123398244367,1.5361122342848057,0.00305028840535334,1.533061945879452,0.26485267453454664,1.5331659364308687,0.0010553963092665237,386.59535928029425,1.0122278874503983,2.207907677680657,1.369624050255307,1.2477546725527966,0.7329721199188333,0.013194888442594525,0.001
48,0.982390082178831,0.9823899771423225,0.01240492504292022,0.9699850520994022,0.26436997124307476,0.9702774848105398,0.0010503650854596996,386.55900948063606,1.0190094133386896,2.2103383961640377,1.3756783841011362,1.237261129605154,0.5612322213960225,0.08429423066103191,0.001
49,0.9302282657281701,0.9302281637467942,0.00967861929279214,0.9205495444540022,0.26261762625762336,0.9207427614278216,0.0010198137585895272,386.5623146298578,1.0353710477121418,2.2106547563197596,1.3908388505316953,1.2127914892383111,0.5300949517698603,0.04410631918943426,0.001
50,0.8744571252495246,0.874457023872248,0.011996760232022445,0.8624602636402255,0.26067471061783215,0.8625640160553946,0.0010137727654501777,386.5572177934282,1.0388788122626944,2.2108809159073832,1.3918346107141146,1.2228514890882154,0.5827808580158536,0.015813626100256023,0.001
51,0.6446775472051861,0.6446774442089314,0.013206014132339326,0.631471430076592,0.2587606432457597,0.6320076751352095,0.0010299625475056217,386.52621443109257,1.0311438154196981,2.2115743909607404,1.380533448246704,1.2610455949326544,0.4439551312892798,0.150803062187052,0.001
52,0.6429091615021448,0.6429090593755342,0.012714017222073496,0.6301950421534607,0.25667135535447166,0.6305004125834902,0.0010212661057317969,386.5270296872752,1.0353493663177,2.212525863962899,1.3817977810326285,1.2672872429903534,0.478708157249427,0.052017263403664867,0.001
53,0.8214028007184883,0.8214027003156888,0.011667284626144168,0.8097354156895445,0.25587055313142454,0.8097773705162323,0.001004027994536717,386.54257945085357,1.0471155373438958,2.2162246796840392,1.391950015242425,1.2396307919136142,0.6468494260536986,0.00939627024374833,0.001
54,0.754604365360045,0.7546042643653293,0.011995450077113397,0.742608814288216,0.25533748273717194,0.7426806922520894,0.001009947156643518,386.51866235580644,1.0439358287163134,2.220804959311349,1.3898736644394136,1.2377956921772548,0.5979338278649305,0.010899778168321592,0.001
55,0.6005847767554212,0.600584673110755,0.007359898065833314,0.5932247750449217,0.2549819959211925,0.5942782692077003,0.0010364466616427427,386.4782068141478,1.0308501047848324,2.2260089535804726,1.3766848181974698,1.2604547453498949,0.42053724173907125,0.20846861426117655,0.001
56,0.5911426071463262,0.5911425031807053,0.0051769136091858415,0.5859655895715195,0.25458808916435965,0.5869357046205184,0.0010396562094445495,386.4653703551247,1.0290365952838956,2.230364442441719,1.376063793736449,1.255519185424246,0.42495171468745707,0.18026038821490098,0.001
57,0.693194968400321,0.6931948661938181,0.011171714884192574,0.6820231513096255,0.25421704244147514,0.6821138669537339,0.0010220650292911359,386.4693113214064,1.0375279672392552,2.2335951037731583,1.386470158929162,1.2284789952344184,0.5212183869281116,0.014904074184667698,0.001
58,0.6245450324310804,0.6245449298496321,0.008884652313531296,0.6156602775361006,0.2537722535713089,0.6160363862821336,0.0010258144828214073,386.45188638902795,1.0355388443889537,2.237202919829459,1.3840636939957185,1.2323758760533061,0.4688435982251347,0.06275683912071404,0.001
59,0.7809740166556712,0.7809739118852679,0.0037772872548959046,0.7771966246303718,0.2530480343683053,0.777566354668005,0.0010477040338614178,386.44094640671415,1.024383741718323,2.2409566957052753,1.3700307029813255,1.2658837666917855,0.5499979323030892,0.025810591230322696,0.001
60,0.8921746624466976,0.89217455762515,0.004477813844470659,0.8876967437806792,0.2524496016910364,0.8878560023560251,0.001048215476529644,386.4376236161159,1.0243138435587402,2.2433424164576965,1.3681588087580852,1.2741666401400227,0.5957720657355097,0.01755253829964535,0.001
61,0.5240916948433987,0.5240915917983389,0.0057644468507754435,0.5183271449475635,0.2521615669664683,0.5194210779062837,0.001030450598264488,386.41771389702126,1.0340652487908355,2.2446691226834625,1.3773831254516797,1.2577152351476517,0.40706297446065803,0.22394641367223178,0.001
62,1.133933369794032,1.1339332691732482,0.009299709346742858,1.1246335598265051,0.25382434363452683,1.1246897103970694,0.0010062078376122524,386.4663932920916,1.0511661571609898,2.2473590076356365,1.396747428575687,1.2137995341622816,0.8006291838267556,0.0071400976779779,0.001
63,1.57180619218366,1.5718060918482841,0.008955891930201002,1.562850199918083,0.2551268194251404,1.5628787963261146,0.001003353758584688,386.4941751069079,1.0568928721088446,2.250324949984396,1.40268362290768,1.201204804169078,0.9468684011281354,0.007311993914976284,0.001
64,1.0655027265366694,1.065502624473984,0.010961311234508815,1.0545413132394752,0.25611903827528354,1.0545956435353367,0.001020626853669005,386.42798392337596,1.052014926235368,2.2536240472136893,1.3964414313235114,1.215971215863344,0.7855820753312237,0.006976390126044332,0.001
65,0.4882830267789221,0.488282921194283,0.011257738844119791,0.47702518235016317,0.25684410907294963,0.4776075810156673,0.0010558463911152951,386.34863254177935,1.0378918011615528,2.2573415876559846,1.3796295203451303,1.2554948772807228,0.4047166570509821,0.18133468015033408,0.001
66,1.5618827054889348,1.561882594688234,0.014378051403031156,1.5475045432852026,0.25955953592797204,1.5476703706466752,0.0011080070091185363,386.35774214355683,1.0194620503706782,2.2646496982791744,1.3618035263807886,1.2859567237767626,0.8013414560433593,0.027853741178538467,0.001
67,2.4170643622163217,2.41706424851818,0.016337898205447017,2.400726350312733,0.26217292275100673,2.400763442038814,0.001136981413572159,386.3671105711102,1.0127000943795759,2.270220630778428,1.3565735648910322,1.2888305124107569,0.9786653738030867,0.025071696705006037,0.001
68,1.5796616300047974,1.579661515657441,0.005539430129028332,1.5741220855284126,0.26444711029702656,1.5742201916884082,0.0011434735642422602,386.31301668525896,1.0161861480287522,2.2739751950965346,1.3620450686231775,1.2695013818538488,0.7978764099337428,0.015963844811129033,0.001
69,0.5059022877033081,0.5059021748670328,0.008365953431082889,0.49753622143594994,0.26626205847840023,0.49838863883336343,0.0011283627528273382,386.2560723260667,1.0291259974482354,2.2759781528322938,1.3771269223573115,1.231245006190754,0.39137928732900157,0.20103553000803837,0.001
70,1.2239477629031654,1.223947654071075,0.011819547844913162,1.2121281062261617,0.26629974325408207,1.2121478580387888,0.0010883209045438173,386.32168837297985,1.051485839138713,2.2756114320083656,1.3983960432756866,1.1914078710281364,0.7803883453676955,0.008301135959423002,0.001
71,1.814767702227113,1.8147675950491617,0.014015380533756222,1.8007522145154056,0.26594065329431626,1.8007648393265376,0.0010717795110528954,386.3822451463702,1.0622812831501716,2.2756493355654728,1.4062194837328685,1.1832894811503312,0.9923424176132638,0.008331824420075127,0.001
72,1.3278602785071185,1.3278601707206916,0.01200240682184962,1.315857763898842,0.26546511022387154,1.3158745968026364,0.001077864269798278,386.3417133843495,1.0621522410219741,2.2762479135159532,1.4020101123855728,1.2027206542433966,0.8899456429060041,0.007703930317217194,0.001
73,0.5398920027328764,0.5398918924218222,0.014522268329574413,0.5253696240922477,0.2647364742345677,0.5255482289926778,0.0011031105414414462,386.25903487982987,1.0522957283196739,2.2775389985131222,1.3873304741488224,1.246442150945205,0.5337870148984106,0.048611206944179045,0.001
74,1.4194290997359755,1.4194289851017767,0.0017521131111754365,1.4176768719906014,0.26422203628460533,1.4180178971414348,0.001146341987506724,386.2778166495569,1.0340475993597815,2.2803208910980493,1.3646330521464416,1.307450820881256,0.7628844829126341,0.04497207419689087,0.001
75,3.0025452256925727,3.0025451090460282,2.4720583110224668e-08,3.0025450843254453,0.26376282494905645,3.002545255631856,0.0011664654462642274,386.345066341627,1.0271773036309169,2.2818836070446555,1.3548557706889097,1.3364101501188508,1.127869634439477,6.171797658570054e-07,0.001
76,2.7504486528414507,2.7504485361232804,3.863242655533269e-07,2.750448149799015,0.2635564632329212,2.7504499827540854,0.0011671817019507297,386.3348779962387,1.0301089131767527,2.2822732798272423,1.3563035167044657,1.3358960174709549,1.0799027658033113,1.0261662452187322e-05,0.001
77,1.1788035014640708,1.178803386434754,0.006927060258917331,1.171876326175837,0.26356985128800375,1.1721735005181935,0.0011502931683362954,386.2683061587225,1.0418100664872778,2.281536784637016,1.3677490839152402,1.3088033256403429,0.6815462975686847,0.06223700182825388,0.001
78,0.5939804550912655,0.5939803434508121,0.011062910632549945,0.5829174328182622,0.2636542140041939,0.5831327632480162,0.001116404534654355,386.2641305297899,1.0614926306373227,2.280038001190827,1.3883790296594656,1.2571604860495802,0.5822651697168576,0.061085731358735997,0.001
79,0.9911704431262167,0.991170332663637,0.009368839121440601,0.9818014935421964,0.263832404734479,0.9818485546020224,0.0011046257970393047,386.3066218472148,1.0698427671424993,2.280571598601473,1.3982339124835335,1.2263622270792938,0.8136106422288467,0.005903592397302297,0.001
80,0.9438192779915584,0.943819166660695,0.00819135948360333,0.9356278071770915,0.26387163179372836,0.9356695649421761,0.0011133086339497325,386.2911729015463,1.067778606600308,2.2823003396583363,1.3972270195842036,1.220133128530494,0.7808136022202602,0.006637927850285345,0.001
81,0.5027763755843617,0.5027762614157094,0.01222109051736266,0.49055517089834677,0.26399128399980626,0.4906818530705945,0.0011416865231161893,386.23020235270747,1.0565613327924956,2.2850030572468087,1.3865198462779034,1.2367681269970652,0.5061909941188293,0.015431888190622132,0.001
82,0.8920832714632096,0.8920831527412805,0.00713025020312977,0.8849529025381508,0.2642026241134134,0.8853124914729951,0.0011872192913952907,386.2237459872702,1.0375524865544956,2.2890145495951293,1.3676238507875011,1.272352462168293,0.607037400366789,0.027138294607324843,0.001
83,1.7330341347772624,1.733034013921012,0.017231405327959907,1.715802608593052,0.2642772101081214,1.7158539171084182,0.0012085625031699144,386.25319341337246,1.0297352081747553,2.2914337914529783,1.3602773494856697,1.2821950895550849,0.8438061203642607,0.02948595142066587,0.001
84,1.3557807010885534,1.3557805802503096,0.00701918617648901,1.3487613940738206,0.26423562279021856,1.3488820526370515,0.001208382438165881,386.23700471891334,1.031655139947433,2.292193167317298,1.362878848226905,1.270520982138357,0.751241659617754,0.018846926701642456,0.001
85,0.4848532832621659,0.4848531644028489,0.0053270366320369855,0.4795261277708119,0.2640530179467728,0.48005235425690435,0.0011885931702159958,386.2041910614371,1.0423417794694465,2.291405185135626,1.3743050757611877,1.240626260237714,0.4235500305194112,0.10851310743758022,0.001
86,0.8839881902434243,0.8839880753219302,0.011076838471104383,0.8729112368508256,0.26331899327175556,0.8729630070489698,0.0011492149408943101,386.25322257459806,1.0614095192766417,2.2891478716732263,1.3931459372214734,1.199162783994776,0.6600496548687518,0.008125921891171431,0.001
87,1.3417850579349757,1.3417849446833967,0.01049807291741248,1.3312868717659843,0.26231314299142333,1.3313395388605482,0.0011325157892959766,386.30523395979674,1.0700679834960178,2.2877643697395795,1.4000907377824554,1.187843508353523,0.8471129692074458,0.00630302904527975,0.001
88,1.0276106147241777,1.027610501064163,0.01096297495819899,1.0166475261059642,0.26113579257494934,1.0166794130259482,0.0011366001464941022,386.2839038988812,1.0690542062776562,2.287267021220442,1.3965100264309278,1.201367437598006,0.7626530275344112,0.008153699065614538,0.001
89,0.45544525145561865,0.45544513547880444,0.012817494797724384,0.44262764068107996,0.2599336406322007,0.44284732053252945,0.0011597681421843507,386.2304885982996,1.0595057389799374,2.28763909488725,1.3836691381165331,1.2379506940384442,0.4541829654626398,0.035559815580785935,0.001
90,1.2763156549661752,1.2763155350763826,0.00017936516036813206,1.2761361699160145,0.25873120881113604,1.276148639323594,0.0011988979245891652,386.2608136956552,1.042501396687003,2.2895713673699265,1.3631104368011857,1.2932798583411131,0.7524127813212488,0.0003726079844230457,0.001
91,2.728621524106802,2.728621402556387,2.631385933427631e-12,2.7286214025537556,0.2576203361951976,2.728621402652589,0.0012155041510534652,386.3301085840459,1.036005625167907,2.2900485728544884,1.3537867753618371,1.3225497373750756,1.100479503561081,1.3198178746760657e-10,0.001
92,2.6366709366005074,2.6366708152919585,1.9568556418518678e-11,2.63667081527239,0.25677335359985004,2.6366708159315793,0.0012130854882908466,386.33436256651447,1.0385846724074113,2.2890625368699866,1.3544101418731864,1.3269364972596598,1.086497369344917,1.0656577829228396e-09,0.001
93,1.2721578132535458,1.2721576938822872,3.455849975244793e-05,1.2721231353825346,0.2562008399597782,1.2722503923615864,0.0011937125860754776,386.2834701338188,1.0492547180653684,2.2868362475020314,1.3639491045035004,1.3083569391331393,0.7479465347949409,0.0024000782340150278,0.001
94,0.5024920499904612,0.5024919341445528,0.01436582798655122,0.48812610615800156,0.2558370918290177,0.4887137550981914,0.0011584590827631823,386.2654758367627,1.0672770239843856,2.28356868494765,1.3816338796992238,1.268536516426879,0.47941702282397664,0.09127518515704978,0.001
95,0.8540514905564421,0.8540513762818742,0.010962933209343344,0.843088443072531,0.25717068271695437,0.8431395287917778,0.0011427456793663897,386.29755704230985,1.0766050473595568,2.284771684830048,1.39474006451318,1.2236525390092219,0.7502679002763305,0.007161128380351175,0.001
96,1.0781972938427025,1.0781971790309062,0.008845041976111516,1.0693521370547947,0.25844518947196166,1.069411966096915,0.0011481179627746076,386.3029006734647,1.0763010614324682,2.287086425485788,1.3975921740433042,1.2046734110746735,0.807681992416649,0.005933286001972313,0.001
97,0.7469664411175895,0.7469663238588007,0.012622256051788853,0.7343440678070118,0.25957518205565094,0.7343835564442097,0.0011725878882037533,386.25274132916314,1.0675092868197043,2.29011507795001,1.3910441331537011,1.2096233648591799,0.6308224713291853,0.00996425213811147,0.001
98,0.42198783094323356,0.4219877095946947,0.005985819127955506,0.4160018904667393,0.26043043007970496,0.41719242766151565,0.0012134853880262726,386.2078693061322,1.0514670123745196,2.293755541856267,1.3760694619270508,1.2367290779762365,0.36693066812957625,0.2405464817895871,0.001
99,0.6269887470956595,0.6269886240251681,0.004411454387166556,0.6225771696380015,0.2606486213644824,0.6227693365116699,0.001230704914665605,386.20987503011645,1.0462145538499237,2.2953675755923646,1.3698756863108328,1.2531097986255986,0.5196688452404006,0.02066424350910084,0.001
100,0.4904226324692444,0.4904225097295662,0.005118085377440261,0.4853044243521259,0.26072586368654743,0.48592093860413565,0.0012273967817237209,386.20184465098333,1.0500173119183305,2.295381859984512,1.3726414165325516,1.2509308141646038,0.43862777529848784,0.08604676557294118,0.001
101,0.4520816222037866,0.4520815016599477,0.011096861942045363,0.44098463971790236,0.2606958374354514,0.44116027322774554,0.0012054383888490787,386.20709725571527,1.0619518549900602,2.294135889637125,1.3835720010583155,1.2310305699415156,0.4467487565278984,0.020048964696180737,0.001
102,0.4603580852885461,0.4603579649544125,0.0123791379768763,0.4479788269775362,0.2604542536601745,0.4481037619729291,0.0012033413359117137,386.2083590315827,1.064518047383003,2.2944132762814258,1.3844293904142233,1.235150720081741,0.4757667792303748,0.01550303280060645,0.001
103,0.41434431785466114,0.41434419584335297,0.009447372163029176,0.4048968236803238,0.2603701571166286,0.4056958419539411,0.0012201130817089674,386.19445884752673,1.0584005018786495,2.2964517631313814,1.376724956677518,1.2576830394744196,0.3688486259092366,0.2761772888087317,0.001
104,0.3871452827009654,0.3871451607154949,0.009766113635536379,0.3773790470799585,0.2610494511764335,0.3782884550451448,0.0012198547047893324,386.1829123396801,1.059428275561026,2.2992429903891485,1.378933088433926,1.247560316252376,0.36916511763904825,0.18578837180573646,0.001
105,0.38012737956334247,0.38012725639999767,0.00661956137019091,0.3735076950298068,0.2626653605037353,0.3750162652021456,0.0012316334479817081,386.15684260855323,1.0539212821327353,2.3064285635765502,1.377344467434088,1.234552048991985,0.34143003324657023,0.297400053629844,0.001
