best_epoch,best_total_loss,final_total_loss,best_opt_gap,best_singular_component,best_nonsingular_component,best_raw_singular_mse,best_raw_nonsingular_loss,best_smooth,best_objective_discrete,u_min,u_max,u_mean,final_mean_N,psi_mean_abs,q_mean
1187,0.026373343702921586,0.10525315183641827,0.07651687322759476,0.01768978481902276,0.05882708840857201,0.3541379171727608,0.05897340727228304,0.004159007735497903,384.7523395342745,1.0432218071118184,2.7575756374095732,1.3779239929923965,1.1933887026891583,0.3116032959333012,0.026715458624736458
